Temporada,Insumo,q,Muestra,Demanda_Total,CTE
2,Sal,1,15,146.30494178015533,322065.7869795681
2,Sal,1,16,159.10164054614543,347915.97200351814
2,Sal,1,17,249.96178398365274,531459.5219544241
2,Sal,1,18,132.25513502413548,293684.24023572274
2,Sal,1,19,113.75527589323774,256313.29088418378
2,Sal,1,20,187.71586751703566,405718.61900187324
2,Sal,1,21,133.90824863367106,297023.6399866708
2,Sal,1,22,238.73930792674565,508789.37180062756
2,Sal,1,23,143.81377277271798,317033.45942808
2,Sal,1,24,159.5431500987315,348807.8507476301
2,Sal,1,25,90.61776782670229,209573.9813598652
2,Sal,1,26,131.6239872190545,292409.27957304276
2,Sal,1,27,98.27587900290408,225043.87671794964
2,Sal,1,28,174.20170950133814,378419.11844028067
2,Sal,1,29,154.5551416203635,338731.74093018787
2,Sal,1,30,113.95521380970165,256717.1788109381
2,Sal,1,31,176.8897785408414,383849.19718941767
2,Sal,1,32,236.94619936829926,505167.17291547
2,Sal,1,33,164.2073107056352,358229.76626464754
2,Sal,1,34,187.53757412535043,405358.4544588225
2,Sal,1,35,74.27181283867169,176554.06203842632
2,Sal,1,36,164.07259987879968,357957.6414094714
2,Sal,1,37,186.11582431033438,402486.42500435037
2,Sal,1,38,131.98414482102487,293136.8219508832
2,Sal,1,39,140.14857776044775,309629.5210414196
2,Sal,1,40,207.04848198037368,444771.7896682153
2,Sal,1,41,73.80461217131196,175610.2855289206
2,Sal,1,42,134.20684529474065,297626.82515788835
2,Sal,1,43,171.38742406178795,372734.0741446434
2,Sal,1,44,142.56900014278855,314518.93569154077
2,Sal,1,45,120.7169586991343,270376.3544837397
2,Sal,1,46,189.31268149555956,408944.28974309424
2,Sal,1,47,56.708380945711795,141074.75816552393
2,Sal,1,48,167.24771086652407,364371.5773788317
2,Sal,1,49,94.20864754418197,216827.79789435302
2,Sal,1,50,185.8543362577203,401958.20169728994
2,Sal,2,1,92.88988133646967,214161.1203176945
2,Sal,2,2,174.27536083669133,365816.57646028564
2,Sal,2,3,93.32408209994401,214970.2193762309
2,Sal,2,4,171.56155177107095,360759.6061719993
2,Sal,2,5,119.82849145942474,264359.10687662417
2,Sal,2,6,139.47266712674676,300964.4870951532
2,Sal,2,7,189.44488153751388,394083.78819725715
2,Sal,2,8,187.4937794958038,390448.06261164485
2,Sal,2,9,171.96558523543735,361512.49083535245
2,Sal,2,10,112.17667985145465,250100.556250026
2,Sal,2,11,41.49772025409309,118395.8599916174
2,Sal,2,12,156.9893126021301,333605.3817113738
2,Sal,2,13,176.07252449337858,369165.4499422813
2,Sal,2,14,207.56532256689385,427849.80845899263
2,Sal,2,15,146.30494178015533,313695.89490176714
2,Sal,2,16,159.10164054614543,337541.53911733354
2,Sal,2,17,249.96178398365274,506852.288194617
2,Sal,2,18,132.25513502413548,287515.1822564156
2,Sal,2,19,113.75527589323774,253042.1461288551
2,Sal,2,20,187.71586751703566,390861.9062158179
2,Sal,2,21,133.90824863367106,290595.6297766512
2,Sal,2,22,238.73930792674565,485940.0844954926
2,Sal,2,23,143.81377277271798,309053.7968952036
2,Sal,2,24,159.5431500987315,338364.2575309858
2,Sal,2,25,90.61776782670229,209927.2150455559
2,Sal,2,26,131.6239872190545,286339.08783686144
2,Sal,2,27,98.27587900290408,224197.50442333607
2,Sal,2,28,174.20170950133814,365679.332974997
2,Sal,2,29,154.5551416203635,329069.4950540018
2,Sal,2,30,113.95521380970165,253414.71475052735
2,Sal,2,31,176.8897785408414,370688.33874398714
2,Sal,2,32,236.94619936829926,482598.76737093565
2,Sal,2,33,164.2073107056352,347055.55490621796
2,Sal,2,34,187.53757412535043,390529.6704680005
2,Sal,2,35,74.27181283867169,179467.8103087528
2,Sal,2,36,164.07259987879968,346804.5318488305
2,Sal,2,37,186.11582431033438,387880.3512277506
2,Sal,2,38,131.98414482102487,287010.21327281697
2,Sal,2,39,140.14857776044775,302223.9935340785
2,Sal,2,40,207.04848198037368,426886.716573523
2,Sal,2,41,73.80461217131196,178597.2185182557
2,Sal,2,42,134.20684529474065,291152.0412288568
2,Sal,2,43,171.38742406178795,360435.1328465297
2,Sal,2,44,142.56900014278855,306734.2607550344
2,Sal,2,45,120.7169586991343,266014.69587521866
2,Sal,2,46,189.31268149555956,393837.44379051815
2,Sal,2,47,56.708380945711795,146739.7328738965
2,Sal,2,48,167.24771086652407,352721.10207860207
2,Sal,2,49,94.20864754418197,216618.5376850702
2,Sal,2,50,185.8543362577203,387393.0887561334
2,Sal,3,1,92.88988133646967,212509.11938027828
2,Sal,3,2,174.27536083669133,368882.77906955127
2,Sal,3,3,93.32408209994401,213343.39058985168
2,Sal,3,4,171.56155177107095,363668.47968967445
2,Sal,3,5,119.82849145942474,264268.8322644115
2,Sal,3,6,139.47266712674676,302013.0546925627
2,Sal,3,7,189.44488153751388,398029.4214716931
2,Sal,3,8,187.4937794958038,394280.5836131094
2,Sal,3,9,171.96558523543735,364444.78759924124
2,Sal,3,10,112.17667985145465,249566.67910712888
2,Sal,3,11,41.49772025409309,113764.47405604743
2,Sal,3,12,156.9893126021301,335669.4510827539
2,Sal,3,13,176.07252449337858,372335.8404729184
2,Sal,3,14,207.56532256689385,432845.9476671318
2,Sal,3,15,146.30494178015533,315140.553579546
2,Sal,3,16,159.10164054614543,339728.0675963876
2,Sal,3,17,249.96178398365274,514306.2999354451
2,Sal,3,18,132.25513502413548,288145.32403912273
2,Sal,3,19,113.75527589323774,252599.78577112476
2,Sal,3,20,187.71586751703566,394707.3024438694
2,Sal,3,21,133.90824863367106,291321.6083909833
2,Sal,3,22,238.73930792674565,492743.4896826772
2,Sal,3,23,143.81377277271798,310354.03371150966
